MoleculeIdx,ProtonatedIdx,ReferenceSmiles,ProtonatedSmiles,NeutralEnergy,ProtonatedEnergy
816,0,CC1(C)C(N)C1F,CC1(C)C([NH3+])C1F,-42.63838,-13.64573
817,0,CC1C(C)C1(C)N,CC1C(C)C1(C)[NH3+],-4.21062,23.25167
818,0,CC1C(N)C1(C)N,CC1C([NH3+])C1(C)N,4.65892,33.50379
818,1,CC1C(N)C1(C)N,CC1C(N)C1(C)[NH3+],4.65892,32.7634
819,0,CC1C(O)C1(C)N,CC1C(O)C1(C)[NH3+],-41.80485,-16.42779
820,0,CC1C(F)C1(C)N,CC1C(F)C1(C)[NH3+],-43.13786,-16.60418
821,0,CC1(N)C(N)C1N,CC1([NH3+])C(N)C1N,12.79258,44.47772
821,1,CC1(N)C(N)C1N,CC1(N)C(N)C1[NH3+],12.79258,45.15032
821,2,CC1(N)C(N)C1N,CC1(N)C(N)C1[NH3+],12.79258,44.92835
822,0,CC1(N)C(N)C1O,CC1([NH3+])C(N)C1O,-32.41164,-2.58539
822,1,CC1(N)C(N)C1O,CC1(N)C([NH3+])C1O,-32.41164,-5.74458
823,0,CC1(N)C(N)C1F,CC1([NH3+])C(N)C1F,-33.80995,-6.35986
823,1,CC1(N)C(N)C1F,CC1(N)C([NH3+])C1F,-33.80995,-5.67062
824,0,CC1(N)C(O)C1O,CC1([NH3+])C(O)C1O,-78.46153,-55.4623
825,0,CC1(N)C(O)C1F,CC1([NH3+])C(O)C1F,-80.07746,-52.49352
826,0,CC1(N)C(F)C1F,CC1([NH3+])C(F)C1F,-78.57243,-55.45421
827,0,CC1C(N)C1(C)O,CC1C([NH3+])C1(C)O,-41.18504,-12.05064
828,0,CC1(O)C(N)C1N,CC1(O)C(N)C1[NH3+],-31.34912,-4.29416
828,1,CC1(O)C(N)C1N,CC1(O)C(N)C1[NH3+],-31.34912,-1.0072
829,0,CC1(O)C(N)C1O,CC1(O)C([NH3+])C1O,-77.22716,-47.75543
830,0,CC1(O)C(N)C1F,CC1(O)C([NH3+])C1F,-77.89708,-50.9281
831,0,CC1C(N)C1(C)F,CC1C([NH3+])C1(C)F,-43.52298,-15.31827
832,0,CC1(F)C(N)C1N,CC1(F)C(N)C1[NH3+],-33.96952,-6.2202
832,1,CC1(F)C(N)C1N,CC1(F)C(N)C1[NH3+],-33.96952,-4.35946
833,0,CC1(F)C(N)C1O,CC1(F)C([NH3+])C1O,-79.75326,-51.16381
834,0,CC1(F)C(N)C1F,CC1(F)C([NH3+])C1F,-78.9094,-54.0899
835,0,CC1C(N)C1(F)F,CC1C([NH3+])C1(F)F,-87.3679,-61.29752
836,0,NC1C(N)C1(F)F,NC1C([NH3+])C1(F)F,-76.70313,-53.17408
836,1,NC1C(N)C1(F)F,NC1C([NH3+])C1(F)F,-76.70313,-50.30064
837,0,NC1C(O)C1(F)F,[NH3+]C1C(O)C1(F)F,-122.54402,-96.60798
838,0,NC1C(F)C1(F)F,[NH3+]C1C(F)C1(F)F,-122.14298,-98.55507
839,0,CC1N(C)C1(C)C,CC1[NH+](C)C1(C)C,-0.78177,-12.0218
840,0,CCC(C)CCN,CCC(C)CC[NH3+],-34.37801,-6.12259
841,0,CCCC(C)CN,CCCC(C)C[NH3+],-33.98857,-4.6553
842,0,CC(CN)CCN,CC(C[NH3+])CCN,-24.87711,8.9063
842,1,CC(CN)CCN,CC(CN)CC[NH3+],-24.87711,4.01451
843,0,CC(CN)CCO,CC(C[NH3+])CCO,-71.198,-38.75236
844,0,CC(CN)CCF,CC(C[NH3+])CCF,-70.65305,-42.08963
845,0,CC(CO)CCN,CC(CO)CC[NH3+],-68.86618,-38.55093
846,0,CC(CF)CCN,CC(CF)CC[NH3+],-72.21074,-43.79171
847,0,CCCC(N)CC,CCCC([NH3+])CC,-34.74276,-8.472
848,0,CCC(N)CCN,CCC([NH3+])CCN,-26.1103,4.06683
848,1,CCC(N)CCN,CCC(N)CC[NH3+],-26.1103,7.14366
849,0,CCC(N)CCO,CCC([NH3+])CCO,-73.21243,-46.71078
851,0,CCCC(N)CN,CCCC([NH3+])CN,-25.16243,2.75671
851,1,CCCC(N)CN,CCCC(N)C[NH3+],-25.16243,1.76478
852,0,NCCC(N)CN,NCC(N)CC[NH3+],-16.60629,17.74283
852,1,NCCC(N)CN,NCCC([NH3+])CN,-16.60629,9.26566
852,2,NCCC(N)CN,NCCC(N)C[NH3+],-16.60629,21.31774
853,0,NCC(N)CCO,NC(C[NH3+])CCO,-63.15208,-33.85915
853,1,NCC(N)CCO,NCC([NH3+])CCO,-63.15208,-38.73711
854,0,NCC(N)CCF,NC(C[NH3+])CCF,-61.03926,-32.43949
854,1,NCC(N)CCF,NCC([NH3+])CCF,-61.03926,-34.79196
855,0,CCCC(N)CO,CCCC([NH3+])CO,-74.18298,-45.37405
856,0,NCCC(N)CO,NC(CO)CC[NH3+],-63.62337,-30.98002
856,1,NCCC(N)CO,NCCC([NH3+])CO,-63.62337,-32.30865
857,0,NC(CO)CCO,[NH3+]C(CO)CCO,-108.2,-82.3446
858,0,NC(CO)CCF,[NH3+]C(CO)CCF,-109.90038,-80.82861
859,0,CCCC(N)CF,CCCC([NH3+])CF,-73.63965,-48.74401
860,0,NCCC(N)CF,NC(CF)CC[NH3+],-59.97133,-33.91842
860,1,NCCC(N)CF,NCCC([NH3+])CF,-59.97133,-35.8295
861,0,NC(CF)CCO,[NH3+]C(CF)CCO,-109.38079,-86.75419
862,0,NC(CF)CCF,[NH3+]C(CF)CCF,-109.22117,-85.37292
863,0,CCC(O)CCN,CCC(O)CC[NH3+],-73.31509,-42.40075
864,0,CCCC(O)CN,CCCC(O)C[NH3+],-71.63482,-43.86892
865,0,NCCC(O)CN,NCC(O)CC[NH3+],-60.07246,-25.94799
865,1,NCCC(O)CN,NCCC(O)C[NH3+],-60.07246,-33.4066
866,0,NCC(O)CCO,[NH3+]CC(O)CCO,-108.72256,-78.82657
868,0,NCCC(O)CO,[NH3+]CCC(O)CO,-110.41393,-76.93664
869,0,NCCC(O)CF,[NH3+]CCC(O)CF,-111.03755,-76.72167
870,0,CCC(F)CCN,CCC(F)CC[NH3+],-73.8501,-44.14808
871,0,CCCC(F)CN,CCCC(F)C[NH3+],-73.08113,-47.61337
872,0,NCCC(F)CN,NCC(F)CC[NH3+],-64.03873,-35.97927
872,1,NCCC(F)CN,NCCC(F)C[NH3+],-64.03873,-32.878
873,0,NCC(F)CCO,[NH3+]CC(F)CCO,-110.53996,-78.52326
874,0,NCC(F)CCF,[NH3+]CC(F)CCF,-110.36221,-84.09999
875,0,NCCC(F)CO,[NH3+]CCC(F)CO,-111.66526,-82.96122
876,0,NCCC(F)CF,[NH3+]CCC(F)CF,-110.90512,-80.05353
877,0,CCC(C)CNC,CCC(C)C[NH2+]C,-31.20147,2.97327
878,0,CNCC(C)CN,C[NH2+]CC(C)CN,-20.3732,13.37404
878,1,CNCC(C)CN,CNCC(C)C[NH3+],-20.3732,10.00939
879,0,CNCC(C)CO,C[NH2+]CC(C)CO,-68.76848,-32.84142
880,0,CNCC(C)CF,C[NH2+]CC(C)CF,-69.0862,-35.22158
881,1,CCC(N)CNC,CCC(N)C[NH2+]C,-23.35523,10.52714
882,0,CNCC(N)CN,C[NH2+]CC(N)CN,-12.22489,21.12125
882,1,CNCC(N)CN,CNCC([NH3+])CN,-12.22489,14.75471
882,2,CNCC(N)CN,CNCC(N)C[NH3+],-12.22489,19.69397
883,0,CNCC(N)CO,C[NH2+]CC(N)CO,-60.8013,-21.50886
883,1,CNCC(N)CO,CNCC([NH3+])CO,-60.8013,-29.88905
884,0,CNCC(N)CF,C[NH2+]CC(N)CF,-61.10492,-28.68039
884,1,CNCC(N)CF,CNCC([NH3+])CF,-61.10492,-34.61696
885,0,CCC(O)CNC,CCC(O)C[NH2+]C,-68.46293,-35.91322
886,0,CNCC(O)CN,C[NH2+]CC(O)CN,-58.62547,-23.13607
886,1,CNCC(O)CN,CNCC(O)C[NH3+],-58.62547,-27.81072
887,0,CNCC(O)CO,C[NH2+]CC(O)CO,-105.92862,-73.34069
888,0,CNCC(O)CF,C[NH2+]CC(O)CF,-106.90355,-73.44768
889,0,CCC(F)CNC,CCC(F)C[NH2+]C,-70.80943,-39.68358
890,0,CNCC(F)CN,C[NH2+]CC(F)CN,-58.44838,-26.41015
890,1,CNCC(F)CN,CNCC(F)C[NH3+],-58.44838,-32.30757
891,0,CNCC(F)CO,C[NH2+]CC(F)CO,-107.80018,-76.87384
892,0,CNCC(F)CF,C[NH2+]CC(F)CF,-108.15299,-77.40518
893,0,COCC(C)CN,COCC(C)C[NH3+],-59.06154,-31.09629
894,0,CCC(N)COC,CCC([NH3+])COC,-60.39169,-35.04266
895,0,COCC(N)CN,COCC([NH3+])CN,-50.21055,-24.56061
895,1,COCC(N)CN,COCC(N)C[NH3+],-50.21055,-22.96321
896,0,COCC(N)CO,COCC([NH3+])CO,-97.9285,-70.47257
897,0,COCC(N)CF,COCC([NH3+])CF,-99.19131,-74.83769
898,0,COCC(O)CN,COCC(O)C[NH3+],-96.66727,-66.55575
899,0,COCC(F)CN,COCC(F)C[NH3+],-98.97007,-70.78803
901,0,CNC(C)CCN,C[NH2+]C(C)CCN,-21.81091,-3.24985
901,1,CNC(C)CCN,CNC(C)CC[NH3+],-21.81091,8.59056
902,0,CNC(C)CCO,C[NH2+]C(C)CCO,-68.17943,-53.70126
903,0,CNC(C)CCF,C[NH2+]C(C)CCF,-69.97074,-53.3968
904,0,CNCC(C)NC,CNC(C)C[NH2+]C,-18.27942,15.90132
904,1,CNCC(C)NC,CNCC(C)[NH2+]C,-18.27942,-5.31025
905,0,CNC(C)COC,C[NH2+]C(C)COC,-57.31706,-28.44834
906,0,COC(C)CCN,COC(C)CC[NH3+],-59.66583,-30.23629
907,0,CNCC(C)OC,C[NH2+]CC(C)OC,-58.08898,-24.33249
908,0,CCNC(C)CC,CC[NH2+]C(C)CC,-32.03937,-18.16146
909,0,CCNC(C)CN,CC[NH2+]C(C)CN,-21.58493,-9.76214
909,1,CCNC(C)CN,CCNC(C)C[NH3+],-21.58493,8.05212
911,0,CCNC(C)CF,CC[NH2+]C(C)CF,-70.46166,-43.24637
912,0,CCOC(C)CN,CCOC(C)C[NH3+],-60.24103,-31.41948
913,0,CCCN(C)CC,CCC[NH+](C)CC,-28.04277,-5.48394
914,0,CCN(C)CCN,CC[NH+](C)CCN,-18.36261,2.32724
914,1,CCN(C)CCN,CCN(C)CC[NH3+],-18.36261,10.62406
915,0,CCN(C)CCO,CC[NH+](C)CCO,-64.57496,-46.4475
916,0,CCN(C)CCF,CC[NH+](C)CCF,-65.82433,-45.88129
917,0,CCC(C)CC#N,CCC(C)CC#[NH+],-0.91369,18.42719
918,0,CC(CN)CC=C,C=CCC(C)C[NH3+],-3.93601,26.16425
919,0,CC(CO)CC#N,CC(CO)CC#[NH+],-36.72515,-18.55013
920,0,CC(CF)CC#N,CC(CF)CC#[NH+],-38.81013,-19.9136
921,0,CCC(N)CC=C,C=CCC([NH3+])CC,-4.65494,22.23542
922,0,NCC(N)CC=C,C=CCC(N)C[NH3+],5.94349,36.64876
922,1,NCC(N)CC=C,C=CCC([NH3+])CN,5.94349,31.50814
923,0,NC(CO)CC=C,C=CCC([NH3+])CO,-43.45484,-15.27726
924,0,NC(CF)CC=C,C=CCC([NH3+])CF,-43.24308,-18.28376
925,0,CCC(O)CC#N,CCC(O)CC#[NH+],-37.78284,-20.65137
926,0,NCC(O)CC=C,C=CCC(O)C[NH3+],-41.17785,-14.09301
927,0,OCC(O)CC#N,[NH+]#CCC(O)CO,-74.15131,-58.75262
928,0,OC(CF)CC#N,[NH+]#CCC(O)CF,-75.50535,-57.71609
929,0,CCC(F)CC#N,CCC(F)CC#[NH+],-38.5219,-21.51875
930,0,NCC(F)CC=C,C=CCC(F)C[NH3+],-43.30688,-15.32716
931,0,OCC(F)CC#N,[NH+]#CCC(F)CO,-75.4662,-58.01094
932,0,FCC(F)CC#N,[NH+]#CCC(F)CF,-76.73769,-59.5345
933,0,CNC(C)CC=C,C=CCC(C)[NH2+]C,-1.69589,13.03502
934,0,CNC(C)CC=O,C[NH2+]C(C)CC=O,-55.32763,-41.99228
935,0,CNC(C)CC#N,C[NH2+]C(C)CC#N,11.03616,39.48287
935,1,CNC(C)CC#N,CNC(C)CC#[NH+],11.03616,29.3713
936,0,COC(C)CC#N,COC(C)CC#[NH+],-26.94636,-9.45297
937,0,CCC(C)NC=N,CCC(C)[NH2+]C=N,-7.02084,13.58564
937,1,CCC(C)NC=N,CCC(C)NC=[NH2+],-7.02084,-6.88912
938,0,CCC(C)NC=O,CCC(C)[NH2+]C=O,-65.95639,-44.18993
939,0,CC(CN)NC=N,CC(C[NH3+])NC=N,5.95613,27.05976
939,1,CC(CN)NC=N,CC(CN)[NH2+]C=N,5.95613,22.16214
939,2,CC(CN)NC=N,CC(CN)NC=[NH2+],5.95613,3.31601
940,0,CC(CN)NC=O,CC(C[NH3+])NC=O,-55.45132,-30.04368
940,1,CC(CN)NC=O,CC(CN)[NH2+]C=O,-55.45132,-32.067
941,0,CC(CO)NC=N,CC(CO)[NH2+]C=N,-40.74523,-23.12985
941,1,CC(CO)NC=N,CC(CO)NC=[NH2+],-40.74523,-43.25081
942,0,CC(CO)NC=O,CC(CO)[NH2+]C=O,-104.29633,-75.65296
943,0,CC(CF)NC=N,CC(CF)[NH2+]C=N,-43.72977,-23.46611
943,1,CC(CF)NC=N,CC(CF)NC=[NH2+],-43.72977,-43.51726
944,0,CC(CF)NC=O,CC(CF)[NH2+]C=O,-103.90431,-80.109
945,0,CCC(C)NN=C,C=N[NH2+]C(C)CC,15.33969,30.82566
945,1,CCC(C)NN=C,C=[NH+]NC(C)CC,15.33969,23.54574
946,0,CC(CN)NN=C,C=NNC(C)C[NH3+],26.12554,56.67617
946,1,CC(CN)NN=C,C=N[NH2+]C(C)CN,26.12554,42.57075
946,2,CC(CN)NN=C,C=[NH+]NC(C)CN,26.12554,34.75011
947,0,CC(CO)NN=C,C=N[NH2+]C(C)CO,-20.54158,-5.24136
947,1,CC(CO)NN=C,C=[NH+]NC(C)CO,-20.54158,-11.67086
948,0,CC(CF)NN=C,C=N[NH2+]C(C)CF,-22.87643,-7.31397
948,1,CC(CF)NN=C,C=[NH+]NC(C)CF,-22.87643,-14.09414
949,0,CC(CN)OC=C,C=COC(C)C[NH3+],-32.01571,-5.23421
950,0,CC(CN)OC=O,CC(C[NH3+])OC=O,-96.52854,-69.87386
951,0,CCC(C)ON=C,C=[NH+]OC(C)CC,-4.69678,-0.02825
952,0,CC(CN)ON=C,C=NOC(C)C[NH3+],5.8657,33.03556
952,1,CC(CN)ON=C,C=[NH+]OC(C)CN,5.8657,11.22464
953,0,CC(CO)ON=C,C=[NH+]OC(C)CO,-42.34456,-35.49189
954,0,CC(CF)ON=C,C=[NH+]OC(C)CF,-43.18681,-37.05868
955,0,COC(C)ON=C,C=[NH+]OC(C)OC,-38.24272,-43.0925
956,0,CCN(C)CC=C,C=CC[NH+](C)CC,2.07427,14.11645
957,0,CCN(C)CC=O,CC[NH+](C)CC=O,-51.46277,-24.57796
958,0,CCN(C)CC#N,CC[NH+](C)CC#N,15.73798,42.59902
958,1,CCN(C)CC#N,CCN(C)CC#[NH+],15.73798,33.11443
959,0,CCN(C)NC=N,CC[NH+](C)NC=N,26.8792,41.6121
959,1,CCN(C)NC=N,CCN(C)[NH2+]C=N,26.8792,49.75755
959,2,CCN(C)NC=N,CCN(C)NC=[NH2+],26.8792,26.65163
960,0,CCN(C)NC=O,CC[NH+](C)NC=O,-32.46755,-20.2782
960,1,CCN(C)NC=O,CCN(C)[NH2+]C=O,-32.46755,-6.63918
961,0,CC(CN)CC#C,C#CCC(C)C[NH3+],29.70484,57.95509
962,0,CCC(N)CC#C,C#CCC([NH3+])CC,28.30427,54.32483
963,0,NCC(N)CC#C,C#CCC(N)C[NH3+],36.61667,65.95111
963,1,NCC(N)CC#C,C#CCC([NH3+])CN,36.61667,65.14013
964,0,NC(CO)CC#C,C#CCC([NH3+])CO,-10.06549,17.58403
965,0,NC(CF)CC#C,C#CCC([NH3+])CF,-9.0876,15.03934
967,0,NCC(F)CC#C,C#CCC(F)C[NH3+],-9.26075,16.95983
968,0,CNC(C)CC#C,C#CCC(C)[NH2+]C,31.30052,61.56814
969,0,CCN(C)CC#C,C#CC[NH+](C)CC,35.34225,52.77338
970,0,CC(CCN)C=C,C=CC(C)CC[NH3+],-4.44743,23.90145
971,0,CCCC(C)C#N,CCCC(C)C#[NH+],-1.16639,16.74082
972,0,CC(CCO)C#N,CC(C#[NH+])CCO,-36.88855,-20.15106
973,0,CC(CCF)C#N,CC(C#[NH+])CCF,-38.25203,-19.67277
974,0,CCCC(N)C=C,C=CC([NH3+])CCC,-6.06755,16.51507
975,0,NCCC(N)C=C,C=CC(N)CC[NH3+],5.27852,35.67768
975,1,NCCC(N)C=C,C=CC([NH3+])CCN,5.27852,28.25217
976,0,NC(CCO)C=C,C=CC([NH3+])CCO,-43.62927,-22.18839
977,0,NC(CCF)C=C,C=CC([NH3+])CCF,-42.44481,-19.4363
978,0,NCCC(O)C=C,C=CC(O)CC[NH3+],-41.02868,-11.6077
979,0,CCCC(O)C#N,CCCC(O)C#[NH+],-37.50862,-18.19651
980,0,OCCC(O)C#N,[NH+]#CC(O)CCO,-72.93214,-54.32921
981,0,OC(CCF)C#N,[NH+]#CC(O)CCF,-74.3202,-54.59733
982,0,NCCC(F)C=C,C=CC(F)CC[NH3+],-41.85232,-11.90614
983,0,CCCC(F)C#N,CCCC(F)C#[NH+],-34.51263,-19.75418
984,0,OCCC(F)C#N,[NH+]#CC(F)CCO,-69.39413,-54.77011
985,0,FCCC(F)C#N,[NH+]#CC(F)CCF,-70.48424,-56.92249
986,0,CNCC(C)C=C,C=CC(C)C[NH2+]C,-0.89422,31.45966
987,0,CNCC(C)C=O,C[NH2+]CC(C)C=O,-54.42417,-22.59737
988,0,CNCC(C)C#N,C[NH2+]CC(C)C#N,13.03643,43.36133
988,1,CNCC(C)C#N,CNCC(C)C#[NH+],13.03643,30.57556
989,0,CNCC(N)C=C,C=CC(N)C[NH2+]C,8.5176,43.91556
989,1,CNCC(N)C=C,C=CC([NH3+])CNC,8.5176,29.72701
990,0,CNCC(O)C=C,C=CC(O)C[NH2+]C,-36.95456,-4.57291
991,0,CNCC(O)C=O,C[NH2+]CC(O)C=O,-91.67284,-69.36773
992,0,CNCC(O)C#N,C[NH2+]CC(O)C#N,-22.16086,7.85641
992,1,CNCC(O)C#N,CNCC(O)C#[NH+],-22.16086,-6.4494
993,0,CNCC(F)C=C,C=CC(F)C[NH2+]C,-38.11463,-7.69292
994,0,CNCC(F)C=O,C[NH2+]CC(F)C=O,-91.34647,-70.42037
995,0,CNCC(F)C#N,C[NH2+]CC(F)C#N,-20.91011,8.15362
995,1,CNCC(F)C#N,CNCC(F)C#[NH+],-20.91011,-6.52762
996,0,COCC(C)C#N,COCC(C)C#[NH+],-25.63561,-7.97552
997,0,COCC(N)C=C,C=CC([NH3+])COC,-29.38111,-3.86932
998,0,COCC(O)C#N,COCC(O)C#[NH+],-61.13343,-45.79752
999,0,COCC(F)C#N,COCC(F)C#[NH+],-59.39976,-45.36793
1000,0,CCNC(C)C=C,C=CC(C)[NH2+]CC,-2.04111,4.73854
1001,0,CCNC(C)C=O,CC[NH2+]C(C)C=O,-55.5212,-34.90653
1002,0,CCNC(C)C#N,CC[NH2+]C(C)C#N,11.60763,32.66302
1002,1,CCNC(C)C#N,CCNC(C)C#[NH+],11.60763,29.86327
1003,0,CCOC(C)C#N,CCOC(C)C#[NH+],-24.75659,-8.01993
1004,0,CCCN(C)C=N,CCC[NH+](C)C=N,-1.69762,24.23044
1004,1,CCCN(C)C=N,CCCN(C)C=[NH2+],-1.69762,-1.27253
1005,0,CN(CCN)C=N,C[NH+](C=N)CCN,9.09059,35.25035
1005,1,CN(CCN)C=N,CN(C=N)CC[NH3+],9.09059,31.81105
1005,2,CN(CCN)C=N,CN(C=[NH2+])CCN,9.09059,11.39321
1006,0,CN(CCO)C=N,C[NH+](C=N)CCO,-38.40117,-12.13817
1006,1,CN(CCO)C=N,CN(C=[NH2+])CCO,-38.40117,-35.95064
1007,0,CN(CCF)C=N,C[NH+](C=N)CCF,-38.01737,-11.45388
1007,1,CN(CCF)C=N,CN(C=[NH2+])CCF,-38.01737,-38.62248
1008,0,CCCN(C)C=O,CCC[NH+](C)C=O,-61.78556,-33.99336
1009,0,CN(CCN)C=O,C[NH+](C=O)CCN,-50.0388,-21.28557
1009,1,CN(CCN)C=O,CN(C=O)CC[NH3+],-50.0388,-21.48487
1010,0,CN(CCO)C=O,C[NH+](C=O)CCO,-99.19915,-67.35054
1011,0,CN(CCF)C=O,C[NH+](C=O)CCF,-98.72946,-68.68223
1012,0,CCCN(N)C=N,CCC[NH+](N)C=N,23.23522,53.91707
1012,1,CCCN(N)C=N,CCCN([NH3+])C=N,23.23522,27.58939
1012,2,CCCN(N)C=N,CCCN(N)C=[NH2+],23.23522,22.86879
1013,0,NN(CCO)C=N,N=CN([NH3+])CCO,-12.69331,-6.73627
1013,1,NN(CCO)C=N,N=C[NH+](N)CCO,-12.69331,17.64127
1013,2,NN(CCO)C=N,NN(C=[NH2+])CCO,-12.69331,-10.8111
1014,0,NN(CCF)C=N,N=CN([NH3+])CCF,-13.57543,-10.03743
1014,1,NN(CCF)C=N,N=C[NH+](N)CCF,-13.57543,17.31519
1014,2,NN(CCF)C=N,NN(C=[NH2+])CCF,-13.57543,-13.44258
1015,0,CCCN(N)C=O,CCC[NH+](N)C=O,-36.29689,-3.64633
1015,1,CCCN(N)C=O,CCCN([NH3+])C=O,-36.29689,-34.97131
1016,0,NN(CCO)C=O,[NH3+]N(C=O)CCO,-73.15397,-69.08615
1016,1,NN(CCO)C=O,N[NH+](C=O)CCO,-73.15397,-37.16873
1017,0,NN(CCF)C=O,[NH3+]N(C=O)CCF,-73.03846,-71.48223
1017,1,NN(CCF)C=O,N[NH+](C=O)CCF,-73.03846,-37.85212
1018,0,CCCN(O)C=N,CCC[NH+](O)C=N,-8.16403,17.93319
1018,1,CCCN(O)C=N,CCCN(O)C=[NH2+],-8.16403,-10.13051
1019,0,NCCN(O)C=N,N=CN(O)CC[NH3+],3.18177,10.59697
1019,1,NCCN(O)C=N,N=C[NH+](O)CCN,3.18177,5.69278
1019,2,NCCN(O)C=N,NCCN(O)C=[NH2+],3.18177,1.3424
1020,0,OCCN(O)C=N,N=C[NH+](O)CCO,-45.26462,-17.87301
1020,1,OCCN(O)C=N,[NH2+]=CN(O)CCO,-45.26462,-46.1773
1021,0,ON(CCF)C=N,N=C[NH+](O)CCF,-44.99669,-18.42277
1021,1,ON(CCF)C=N,[NH2+]=CN(O)CCF,-44.99669,-48.13067
1022,0,CCCN(O)C=O,CCC[NH+](O)C=O,-66.04348,-61.12455
1023,0,NCCN(O)C=O,[NH3+]CCN(O)C=O,-56.61555,-40.87603
1023,1,NCCN(O)C=O,NCC[NH+](O)C=O,-56.61555,-24.14101
1024,0,OCCN(O)C=O,O=C[NH+](O)CCO,-102.00297,-74.47243
1026,0,CCCN(C)N=C,C=N[NH+](C)CCC,19.58318,39.02566
1026,1,CCCN(C)N=C,C=[NH+]N(C)CCC,19.58318,26.74325
1027,0,CN(CCN)N=C,C=N[NH+](C)CCN,30.46484,47.47313
1027,1,CN(CCN)N=C,C=NN(C)CC[NH3+],30.46484,60.58836
1027,2,CN(CCN)N=C,C=[NH+]N(C)CCN,30.46484,38.63841
1028,0,CN(CCO)N=C,C=N[NH+](C)CCO,-15.95408,1.95381
1028,1,CN(CCO)N=C,C=[NH+]N(C)CCO,-15.95408,-8.16184
1029,0,CN(CCF)N=C,C=N[NH+](C)CCF,-16.08656,0.26626
1029,1,CN(CCF)N=C,C=[NH+]N(C)CCF,-16.08656,-9.92542
1030,0,CCNN(C)C=N,CC[NH2+]N(C)C=N,27.88938,35.00399
1030,1,CCNN(C)C=N,CCN[NH+](C)C=N,27.88938,55.89708
1030,2,CCNN(C)C=N,CCNN(C)C=[NH2+],27.88938,27.19837
1031,0,CCNN(C)C=O,CC[NH2+]N(C)C=O,-32.2247,-26.67044
1031,1,CCNN(C)C=O,CCN[NH+](C)C=O,-32.2247,-0.62898
1032,0,CCON(C)C=N,CCO[NH+](C)C=N,3.33014,-0.86412
1032,1,CCON(C)C=N,CCON(C)C=[NH2+],3.33014,-5.11483
1033,0,CCON(C)C=O,CCO[NH+](C)C=O,-54.58539,-52.0773
1034,0,CC(CC#N)C=C,C=CC(C)CC#[NH+],28.79632,47.83816
1035,0,CC(CC=C)C#N,C=CCC(C)C#[NH+],29.05522,48.34899
1036,0,CC(CC#N)C=O,CC(C=O)CC#[NH+],-24.39839,-7.363
1037,0,CC(CC=O)C#N,CC(C#[NH+])CC=O,-24.26025,-7.32776
1038,0,CC(CC#N)C#N,CC(C#N)CC#[NH+],44.05792,61.15967
1038,1,CC(CC#N)C#N,CC(C#[NH+])CC#N,44.05792,60.7688
1039,0,NC(CC=C)C=C,C=CCC([NH3+])C=C,25.56434,46.81217
1040,0,OC(CC#N)C=C,C=CC(O)CC#[NH+],-7.35953,9.63795
1041,0,OC(CC=C)C#N,C=CCC(O)C#[NH+],-7.05395,9.36359
1042,0,OC(CC#N)C=O,[NH+]#CCC(O)C=O,-59.50045,-42.90211
1043,0,OC(CC=O)C#N,[NH+]#CC(O)CC=O,-59.15921,-41.93172
1044,0,OC(CC#N)C#N,N#CC(O)CC#[NH+],9.35538,26.21458
1044,1,OC(CC#N)C#N,N#CCC(O)C#[NH+],9.35538,26.24398
1045,0,FC(CC#N)C=C,C=CC(F)CC#[NH+],-6.82348,10.62844
1046,0,FC(CC=C)C#N,C=CCC(F)C#[NH+],-3.90144,10.71466
1047,0,FC(CC#N)C=O,[NH+]#CCC(F)C=O,-59.08112,-41.01083
1048,0,FC(CC=O)C#N,[NH+]#CC(F)CC=O,-56.52157,-42.67004
1049,0,FC(CC#N)C#N,N#CC(F)CC#[NH+],12.10301,27.89495
1049,1,FC(CC#N)C#N,N#CCC(F)C#[NH+],12.10301,25.54613
1050,0,CC(NC=N)C=C,C=CC(C)[NH2+]C=N,23.37495,45.22566
1050,1,CC(NC=N)C=C,C=CC(C)NC=[NH2+],23.37495,23.17183
1051,0,CC(NC=O)C=C,C=CC(C)[NH2+]C=O,-34.7287,-10.91148
1052,0,CC(C=O)N=CN,CC(C=O)[NH+]=CN,-32.76159,-29.21612
1052,1,CC(C=O)N=CN,CC(C=O)N=C[NH3+],-32.76159,-22.88777
1053,0,CC(NC=N)C#N,CC(C#N)[NH2+]C=N,37.69418,61.58643
1053,1,CC(NC=N)C#N,CC(C#N)NC=[NH2+],37.69418,39.50255
1053,2,CC(NC=N)C#N,CC(C#[NH+])NC=N,37.69418,56.99578
1054,0,CC(NC=O)C=O,CC(C=O)[NH2+]C=O,-89.65271,-65.69738
1055,0,CC(NC=O)C#N,CC(C#N)[NH2+]C=O,-21.35955,5.90934
1055,1,CC(NC=O)C#N,CC(C#[NH+])NC=O,-21.35955,-3.41261
1056,0,CC(NN=C)C=C,C=CC(C)[NH2+]N=C,46.10536,61.32439
1056,1,CC(NN=C)C=C,C=CC(C)N[NH+]=C,46.10536,53.79286
1057,0,CC(NN=C)C=O,C=N[NH2+]C(C)C=O,-7.42925,7.48391
1057,1,CC(NN=C)C=O,C=[NH+]NC(C)C=O,-7.42925,-0.30466
1058,0,CC(NN=C)C#N,C=N[NH2+]C(C)C#N,61.3166,76.09298
1058,1,CC(NN=C)C#N,C=[NH+]NC(C)C#N,61.3166,79.04168
