MoleculeIdx,ProtonatedIdx,ReferenceSmiles,ProtonatedSmiles,NeutralEnergy,ProtonatedEnergy
2691,1,Cn1nnc(=O)[nH]1,Cn1[nH]c(=O)n[nH+]1,37.59554,37.41139
2691,2,Cn1nnc(=O)[nH]1,Cn1n[nH+]c(=O)[nH]1,37.59554,28.80807
2693,0,Nn1ccc(=O)o1,[NH3+]n1ccc(=O)o1,-24.68251,-23.26625
2695,1,Cn1cnc(=N)o1,Cn1c[nH+]c(=N)o1,30.53766,14.02457
2695,2,Cn1cnc(=N)o1,Cn1cnc(=[NH2+])o1,30.53766,-8.48516
2696,1,Cn1cnc(=O)o1,Cn1c[nH+]c(=O)o1,-29.75258,-49.91351
2697,0,Nn1cnc(=N)o1,N=c1ncn([NH3+])o1,39.25153,49.49001
2697,2,Nn1cnc(=N)o1,N=c1[nH+]cn(N)o1,39.25153,37.21356
2697,3,Nn1cnc(=N)o1,Nn1cnc(=[NH2+])o1,39.25153,-4.69723
2698,0,Nn1cnc(=O)o1,[NH3+]n1cnc(=O)o1,-26.91159,-2.76016
2698,2,Nn1cnc(=O)o1,Nn1c[nH+]c(=O)o1,-26.91159,-26.85106
2699,1,On1cnc(=N)o1,N=c1[nH+]cn(O)o1,23.16948,17.87058
2699,2,On1cnc(=N)o1,[NH2+]=c1ncn(O)o1,23.16948,13.46187
2700,1,On1cnc(=O)o1,O=c1[nH+]cn(O)o1,-36.36511,-43.17701
2701,1,Cn1ncc(=O)o1,Cn1[nH+]cc(=O)o1,-8.47079,-8.9531
2702,1,Cn1nnc(=N)o1,Cn1[nH+]nc(=N)o1,67.65283,69.35611
2702,2,Cn1nnc(=N)o1,Cn1n[nH+]c(=N)o1,67.65283,61.05875
2702,3,Cn1nnc(=N)o1,Cn1nnc(=[NH2+])o1,67.65283,25.59162
2703,1,Cn1nnc(=O)o1,Cn1[nH+]nc(=O)o1,9.66412,9.04815
2703,2,Cn1nnc(=O)o1,Cn1n[nH+]c(=O)o1,9.66412,1.0704
2704,0,C=C1NC(=N)C=C1,C=C1C=CC(=N)[NH2+]1,49.16996,83.04234
2704,1,C=C1NC(=N)C=C1,C=C1C=CC(=[NH2+])N1,49.16996,34.62421
2705,0,C=C1NC(=O)C=C1,C=C1C=CC(=O)[NH2+]1,-6.25219,2.86472
2706,0,N=C1NC(=N)C=C1,N=C1C=CC(=[NH2+])N1,50.06653,36.64465
2706,1,N=C1NC(=N)C=C1,N=C1C=CC(=N)[NH2+]1,50.06653,58.65636
2706,2,N=C1NC(=N)C=C1,N=C1C=CC(=[NH2+])N1,50.06653,36.65048
2707,0,N=C1NC(=O)C=C1,[NH2+]=C1C=CC(=O)N1,-4.82419,-17.38869
2707,1,N=C1NC(=O)C=C1,N=C1C=CC(=O)[NH2+]1,-4.82419,6.11884
2708,0,O=C1NC(=O)C=C1,O=C1C=CC(=O)[NH2+]1,-60.0163,-47.57984
2709,0,C=C1NC(=N)N=C1,C=C1C=NC(=N)[NH2+]1,52.45723,85.42877
2709,1,C=C1NC(=N)N=C1,C=C1C=NC(=[NH2+])N1,52.45723,35.48554
2709,2,C=C1NC(=N)N=C1,C=C1C=[NH+]C(=N)N1,52.45723,42.60422
2710,0,C=C1NC(=O)N=C1,C=C1C=NC(=O)[NH2+]1,-3.52927,1.99023
2710,1,C=C1NC(=O)N=C1,C=C1C=[NH+]C(=O)N1,-3.52927,-16.78017
2711,0,N=C1NC(=N)N=C1,N=C1N=CC(=[NH2+])N1,55.08691,40.78297
2711,1,N=C1NC(=N)N=C1,N=C1C=NC(=N)[NH2+]1,55.08691,59.72137
2711,2,N=C1NC(=N)N=C1,N=C1C=NC(=[NH2+])N1,55.08691,38.91218
2711,3,N=C1NC(=N)N=C1,N=C1C=[NH+]C(=N)N1,55.08691,45.70723
2712,0,N=C1NC(=O)N=C1,[NH2+]=C1C=NC(=O)N1,-0.22864,-15.67011
2713,0,N=C1NC(=O)C=N1,[NH2+]=C1N=CC(=O)N1,1.79978,-13.89348
2713,1,N=C1NC(=O)C=N1,N=C1N=CC(=O)[NH2+]1,1.79978,10.59837
2713,2,N=C1NC(=O)C=N1,N=C1NC(=O)C=[NH+]1,1.79978,-10.1332
2714,0,O=C1NC(=O)N=C1,O=C1C=NC(=O)[NH2+]1,-53.5672,-45.28082
2714,1,O=C1NC(=O)N=C1,O=C1C=[NH+]C(=O)N1,-53.5672,-68.45044
2715,0,N=C1OC(=O)C=N1,[NH2+]=C1N=CC(=O)O1,-34.87295,-50.11016
2715,1,N=C1OC(=O)C=N1,N=C1[NH+]=CC(=O)O1,-34.87295,-47.5621
2716,0,O=C1OC(=O)N=C1,O=C1C=[NH+]C(=O)O1,-91.98666,-107.21629
2717,0,CC1=CCC(N)C1,CC1=CCC([NH3+])C1,-5.78317,22.5784
2718,0,NC1CC=C(F)C1,[NH3+]C1CC=C(F)C1,-39.19939,-13.28655
2719,0,CC1CC(C)=NN1,CC1=[NH+]NC(C)C1,11.67565,15.323
2719,1,CC1CC(C)=NN1,CC1=N[NH2+]C(C)C1,11.67565,28.28453
2720,0,CC1CC(C)=NO1,CC1=[NH+]OC(C)C1,-8.09113,-8.29235
2721,0,CC1CN=C(C)N1,CC1=[NH+]CC(C)N1,-7.20408,-5.02155
2721,1,CC1CN=C(C)N1,CC1=NCC(C)[NH2+]1,-7.20408,10.98453
2722,0,CC1ON=C(C)O1,CC1=[NH+]OC(C)O1,-43.66827,-41.65567
2723,0,CN1CC=C(C)C1,CC1=CC[NH+](C)C1,-0.22966,12.35741
2724,0,CN1CC=C(F)C1,C[NH+]1CC=C(F)C1,-33.84211,-1.42779
2725,0,CC1=CNC(=N)C1,CC1=C[NH2+]C(=N)C1,16.34024,35.76868
2725,1,CC1=CNC(=N)C1,CC1=CNC(=[NH2+])C1,16.34024,15.45983
2726,0,FC1=CNC(=N)C1,N=C1CC(F)=C[NH2+]1,-16.93589,20.33509
2726,1,FC1=CNC(=N)C1,[NH2+]=C1CC(F)=CN1,-16.93589,-18.53246
2727,0,CC1=CNC(=O)C1,CC1=C[NH2+]C(=O)C1,-40.7923,-20.92189
2728,0,FC1=CNC(=O)C1,O=C1CC(F)=C[NH2+]1,-73.7511,-53.41654
2729,0,CC1=NNC(=N)C1,CC1=[NH+]NC(=N)C1,37.02379,55.24389
2729,1,CC1=NNC(=N)C1,CC1=N[NH2+]C(=N)C1,37.02379,54.68071
2729,2,CC1=NNC(=N)C1,CC1=NNC(=[NH2+])C1,37.02379,34.0059
2730,0,CC1=NNC(=O)C1,CC1=[NH+]NC(=O)C1,-18.28583,-15.08197
2730,1,CC1=NNC(=O)C1,CC1=N[NH2+]C(=O)C1,-18.28583,1.5677
2731,0,CC1=NOC(=O)C1,CC1=[NH+]OC(=O)C1,-41.54336,-44.97043
2732,0,CC1=CCC(=N)N1,CC1=CCC(=[NH2+])N1,16.1129,15.02408
2732,1,CC1=CCC(=N)N1,CC1=CCC(=N)[NH2+]1,16.1129,54.15184
2733,0,CC1=CCC(=O)N1,CC1=CCC(=O)[NH2+]1,-41.07562,-20.83089
2734,0,CC1=NC(=C)CN1,C=C1CNC(C)=[NH+]1,20.22698,19.37727
2734,1,CC1=NC(=C)CN1,C=C1C[NH2+]C(C)=N1,20.22698,32.69238
2735,0,CC1=NCC(=N)N1,CC1=[NH+]CC(=N)N1,18.61079,18.77517
2735,1,CC1=NCC(=N)N1,CC1=NCC(=[NH2+])N1,18.61079,15.88927
2735,2,CC1=NCC(=N)N1,CC1=NCC(=N)[NH2+]1,18.61079,40.37729
2736,0,CC1=NCC(=O)N1,CC1=[NH+]CC(=O)N1,-38.85179,-38.39442
2736,1,CC1=NCC(=O)N1,CC1=NCC(=O)[NH2+]1,-38.85179,-13.14248
2737,1,Cc1c[nH]c(=N)[nH]1,Cc1c[nH]c(=[NH2+])[nH]1,20.40983,18.70647
2738,0,Nc1c[nH]c(=N)[nH]1,N=c1[nH]cc([NH3+])[nH]1,26.387,51.8764
2738,2,Nc1c[nH]c(=N)[nH]1,Nc1c[nH]c(=[NH2+])[nH]1,26.387,25.48717
2739,1,Oc1c[nH]c(=N)[nH]1,[NH2+]=c1[nH]cc(O)[nH]1,-15.37432,-17.58407
2742,0,Nc1c[nH]c(=O)[nH]1,[NH3+]c1c[nH]c(=O)[nH]1,-33.72844,-8.40212
2745,0,Cc1n[nH]c(=N)[nH]1,Cc1[nH]c(=N)[nH][nH+]1,37.56943,42.95322
2745,2,Cc1n[nH]c(=N)[nH]1,Cc1n[nH]c(=[NH2+])[nH]1,37.56943,35.21133
2746,0,Nc1n[nH]c(=N)[nH]1,N=c1[nH]nc([NH3+])[nH]1,42.62779,48.87565
2746,1,Nc1n[nH]c(=N)[nH]1,N=c1[nH][nH+]c(N)[nH]1,42.62779,61.8372
2746,3,Nc1n[nH]c(=N)[nH]1,Nc1n[nH]c(=[NH2+])[nH]1,42.62779,40.37079
2747,0,Oc1n[nH]c(=N)[nH]1,N=c1[nH][nH+]c(O)[nH]1,0.36626,17.99258
2747,2,Oc1n[nH]c(=N)[nH]1,[NH2+]=c1[nH]nc(O)[nH]1,0.36626,-2.15611
2748,0,Cc1nc(=O)[nH][nH]1,Cc1[nH][nH]c(=O)[nH+]1,-11.14617,-3.19147
2749,0,Nc1n[nH]c(=O)[nH]1,[NH3+]c1n[nH]c(=O)[nH]1,-15.56074,-8.67907
2749,1,Nc1n[nH]c(=O)[nH]1,Nc1[nH]c(=O)[nH][nH+]1,-15.56074,2.50867
2750,0,Oc1n[nH]c(=O)[nH]1,O=c1[nH][nH+]c(O)[nH]1,-57.25748,-40.98042
2751,0,Cc1coc(=N)[nH]1,Cc1coc(=[NH2+])[nH]1,-13.89471,-14.68599
2752,0,Nc1coc(=N)[nH]1,N=c1[nH]c([NH3+])co1,-6.72251,17.05462
2752,1,Nc1coc(=N)[nH]1,Nc1coc(=[NH2+])[nH]1,-6.72251,-7.97389
2753,0,Oc1coc(=N)[nH]1,[NH2+]=c1[nH]c(O)co1,-48.63784,-50.25189
2754,0,Fc1coc(=N)[nH]1,[NH2+]=c1[nH]c(F)co1,-44.51158,-46.81565
2756,0,Nc1coc(=O)[nH]1,[NH3+]c1coc(=O)[nH]1,-68.6848,-45.5716
2759,0,Cc1nc(=N)o[nH]1,Cc1[nH]oc(=N)[nH+]1,22.53738,19.04391
2759,1,Cc1nc(=N)o[nH]1,Cc1nc(=[NH2+])o[nH]1,22.53738,15.41318
2760,0,Nc1noc(=N)[nH]1,N=c1[nH]c([NH3+])no1,23.6706,27.10343
2760,1,Nc1noc(=N)[nH]1,N=c1[nH]c(N)[nH+]o1,23.6706,13.33186
2760,2,Nc1noc(=N)[nH]1,Nc1noc(=[NH2+])[nH]1,23.6706,21.05698
2761,0,Oc1noc(=N)[nH]1,N=c1[nH]c(O)[nH+]o1,-17.22358,-29.49358
2761,1,Oc1noc(=N)[nH]1,[NH2+]=c1[nH]c(O)no1,-17.22358,-20.42848
2762,0,Cc1nc(=O)o[nH]1,Cc1[nH]oc(=O)[nH+]1,-38.42356,-41.91757
2763,0,Nc1noc(=O)[nH]1,[NH3+]c1noc(=O)[nH]1,-38.20109,-33.81144
2763,1,Nc1noc(=O)[nH]1,Nc1[nH]c(=O)o[nH+]1,-38.20109,-50.63949
2764,0,Oc1noc(=O)[nH]1,O=c1[nH]c(O)[nH+]o1,-78.75542,-93.14
2765,1,Cc1c[nH]c(=N)o1,Cc1c[nH]c(=[NH2+])o1,-12.84391,-13.71105
2766,0,Nc1c[nH]c(=N)o1,N=c1[nH]cc([NH3+])o1,-6.63856,16.06604
2766,2,Nc1c[nH]c(=N)o1,Nc1c[nH]c(=[NH2+])o1,-6.63856,-7.64534
2767,1,Oc1c[nH]c(=N)o1,[NH2+]=c1[nH]cc(O)o1,-49.18438,-50.57701
2768,1,Fc1c[nH]c(=N)o1,[NH2+]=c1[nH]cc(F)o1,-46.66694,-48.49414
2770,0,Nc1c[nH]c(=O)o1,[NH3+]c1c[nH]c(=O)o1,-68.51709,-45.77613
2773,0,Cc1n[nH]c(=N)o1,Cc1[nH+][nH]c(=N)o1,4.00322,9.04858
2773,2,Cc1n[nH]c(=N)o1,Cc1n[nH]c(=[NH2+])o1,4.00322,1.1026
2774,0,Nc1n[nH]c(=N)o1,N=c1[nH]nc([NH3+])o1,7.95038,12.43401
2774,1,Nc1n[nH]c(=N)o1,N=c1[nH][nH+]c(N)o1,7.95038,25.41532
2774,3,Nc1n[nH]c(=N)o1,Nc1n[nH]c(=[NH2+])o1,7.95038,5.4782
2775,0,Oc1n[nH]c(=N)o1,N=c1[nH][nH+]c(O)o1,-34.70267,-19.08409
2775,2,Oc1n[nH]c(=N)o1,[NH2+]=c1[nH]nc(O)o1,-34.70267,-37.7027
2776,0,Fc1n[nH]c(=N)o1,N=c1[nH][nH+]c(F)o1,-26.87732,-29.31165
2776,2,Fc1n[nH]c(=N)o1,[NH2+]=c1[nH]nc(F)o1,-26.87732,-29.73135
2777,0,Cc1n[nH]c(=O)o1,Cc1[nH+][nH]c(=O)o1,-55.41699,-40.84849
2778,0,Nc1n[nH]c(=O)o1,[NH3+]c1n[nH]c(=O)o1,-51.15108,-47.31694
2778,1,Nc1n[nH]c(=O)o1,Nc1[nH+][nH]c(=O)o1,-51.15108,-36.58277
2779,0,Oc1n[nH]c(=O)o1,O=c1[nH][nH+]c(O)o1,-93.41912,-80.57033
2780,0,Fc1n[nH]c(=O)o1,O=c1[nH][nH+]c(F)o1,-85.63882,-74.51392
2781,0,Nc1coc(=O)o1,[NH3+]c1coc(=O)o1,-103.63991,-83.55175
2783,0,Nc1noc(=O)o1,[NH3+]c1noc(=O)o1,-74.51639,-74.15285
2783,1,Nc1noc(=O)o1,Nc1[nH+]oc(=O)o1,-74.51639,-90.70295
2784,0,Oc1noc(=O)o1,O=c1o[nH+]c(O)o1,-115.18776,-133.81307
2785,0,Fc1noc(=O)o1,O=c1o[nH+]c(F)o1,-104.98683,-126.89662
2786,0,CC1=NN=C(C)C1,CC1=N[NH+]=C(C)C1,30.08614,29.29499
2786,1,CC1=NN=C(C)C1,CC1=N[NH+]=C(C)C1,30.08614,31.77749
2788,0,Cc1ccc(N)[nH]1,Cc1ccc([NH3+])[nH]1,9.81098,37.39395
2791,0,Nc1ccc(N)[nH]1,Nc1ccc([NH3+])[nH]1,16.94392,44.27145
2791,1,Nc1ccc(N)[nH]1,Nc1ccc([NH3+])[nH]1,16.94392,44.3418
2792,0,Nc1ccc(O)[nH]1,[NH3+]c1ccc(O)[nH]1,-25.81434,1.60584
2793,0,Nc1ccc(F)[nH]1,[NH3+]c1ccc(F)[nH]1,-23.46557,2.77121
2797,0,Cc1cnc(C)[nH]1,Cc1c[nH+]c(C)[nH]1,2.19383,13.9757
2798,0,Cc1cnc(N)[nH]1,Cc1c[nH+]c(N)[nH]1,9.01404,18.7707
2798,1,Cc1cnc(N)[nH]1,Cc1cnc([NH3+])[nH]1,9.01404,21.95897
2799,0,Cc1cnc(O)[nH]1,Cc1c[nH+]c(O)[nH]1,-33.17373,-25.75752
2800,0,Cc1nc(N)c[nH]1,Cc1[nH]cc(N)[nH+]1,8.38396,20.20865
2800,1,Cc1nc(N)c[nH]1,Cc1nc([NH3+])c[nH]1,8.38396,38.35219
2801,0,Nc1cnc(N)[nH]1,Nc1ncc([NH3+])[nH]1,16.52781,41.82418
2801,1,Nc1cnc(N)[nH]1,Nc1c[nH+]c(N)[nH]1,16.52781,26.30806
2801,2,Nc1cnc(N)[nH]1,Nc1cnc([NH3+])[nH]1,16.52781,38.79777
2802,0,Nc1cnc(O)[nH]1,[NH3+]c1cnc(O)[nH]1,-25.58458,-0.60418
2802,1,Nc1cnc(O)[nH]1,Nc1c[nH+]c(O)[nH]1,-25.58458,-19.01191
2803,0,Cc1ncc(O)[nH]1,Cc1[nH]c(O)c[nH+]1,-32.52297,-22.42018
2804,0,Nc1ncc(O)[nH]1,[NH3+]c1ncc(O)[nH]1,-25.55407,-13.11523
2804,1,Nc1ncc(O)[nH]1,Nc1[nH]c(O)c[nH+]1,-25.55407,-16.53665
2805,0,Oc1cnc(O)[nH]1,Oc1c[nH+]c(O)[nH]1,-67.67328,-61.99384
2806,0,Cc1nc(F)c[nH]1,Cc1[nH]cc(F)[nH+]1,-31.83787,-20.84238
2807,0,Nc1ncc(F)[nH]1,[NH3+]c1ncc(F)[nH]1,-22.70613,-12.84737
2807,1,Nc1ncc(F)[nH]1,Nc1[nH]c(F)c[nH+]1,-22.70613,-13.54021
2808,0,Oc1ncc(F)[nH]1,Oc1[nH]c(F)c[nH+]1,-64.74667,-58.90478
2809,0,Cc1n[nH]c(C)n1,Cc1nc(C)[nH+][nH]1,21.39331,44.25682
2809,2,Cc1n[nH]c(C)n1,Cc1n[nH]c(C)[nH+]1,21.39331,28.9926
2810,0,Cc1nc(N)n[nH]1,Cc1[nH]nc(N)[nH+]1,26.23159,34.9682
2810,1,Cc1nc(N)n[nH]1,Cc1nc([NH3+])n[nH]1,26.23159,36.57245
2810,2,Cc1nc(N)n[nH]1,Cc1nc(N)[nH+][nH]1,26.23159,48.28909
2811,0,Cc1nnc(O)[nH]1,Cc1[nH]c(O)n[nH+]1,-17.78723,-8.34712
2811,1,Cc1nnc(O)[nH]1,Cc1n[nH+]c(O)[nH]1,-17.78723,-8.51624
2812,0,Nc1nnc(N)[nH]1,Nc1nnc([NH3+])[nH]1,30.39816,41.12194
2812,1,Nc1nnc(N)[nH]1,Nc1n[nH+]c(N)[nH]1,30.39816,40.88362
2812,2,Nc1nnc(N)[nH]1,Nc1n[nH+]c(N)[nH]1,30.39816,40.71404
2812,3,Nc1nnc(N)[nH]1,Nc1nnc([NH3+])[nH]1,30.39816,41.21001
2813,0,Nc1nnc(O)[nH]1,[NH3+]c1nnc(O)[nH]1,-10.97834,-1.02285
2813,1,Nc1nnc(O)[nH]1,Nc1[nH]c(O)n[nH+]1,-10.97834,-1.50982
2813,2,Nc1nnc(O)[nH]1,Nc1n[nH+]c(O)[nH]1,-10.97834,-3.58948
2814,0,Oc1nnc(O)[nH]1,Oc1n[nH+]c(O)[nH]1,-52.35821,-46.00791
2814,1,Oc1nnc(O)[nH]1,Oc1n[nH+]c(O)[nH]1,-52.35821,-46.01371
2815,0,Cc1ccc(N)o1,Cc1ccc([NH3+])o1,-17.81645,6.66315
2816,0,Nc1ccc(N)o1,Nc1ccc([NH3+])o1,-11.63649,12.42469
2816,1,Nc1ccc(N)o1,Nc1ccc([NH3+])o1,-11.63649,12.42569
2817,0,Nc1ccc(O)o1,[NH3+]c1ccc(O)o1,-54.39383,-30.73518
2818,0,Nc1ccc(F)o1,[NH3+]c1ccc(F)o1,-52.76142,-29.71884
2819,0,Cc1cnc(C)o1,Cc1c[nH+]c(C)o1,-24.21599,-18.87866
2820,0,Cc1cnc(N)o1,Cc1c[nH+]c(N)o1,-19.00496,-13.71682
2820,1,Cc1cnc(N)o1,Cc1cnc([NH3+])o1,-19.00496,-11.00602
2821,0,Cc1cnc(O)o1,Cc1c[nH+]c(O)o1,-62.16143,-60.26141
2823,0,Cc1ncc(N)o1,Cc1[nH+]cc(N)o1,-18.02639,-13.0244
2823,1,Cc1ncc(N)o1,Cc1ncc([NH3+])o1,-18.02639,-7.7456
2824,0,Nc1cnc(N)o1,Nc1ncc([NH3+])o1,-12.3728,9.98787
2824,1,Nc1cnc(N)o1,Nc1c[nH+]c(N)o1,-12.3728,-7.95834
2824,2,Nc1cnc(N)o1,Nc1cnc([NH3+])o1,-12.3728,-4.32485
2825,0,Nc1cnc(O)o1,[NH3+]c1cnc(O)o1,-54.48194,-33.58454
2825,1,Nc1cnc(O)o1,Nc1c[nH+]c(O)o1,-54.48194,-54.4143
2826,0,Nc1cnc(F)o1,[NH3+]c1cnc(F)o1,-49.75872,-51.58677
2826,1,Nc1cnc(F)o1,Nc1c[nH+]c(F)o1,-49.75872,-52.73269
2827,0,Cc1ncc(O)o1,Cc1[nH+]cc(O)o1,-60.18066,-54.88175
2828,0,Nc1ncc(O)o1,[NH3+]c1ncc(O)o1,-54.6002,-48.2262
2828,1,Nc1ncc(O)o1,Nc1[nH+]cc(O)o1,-54.6002,-50.56102
2829,0,Oc1cnc(O)o1,Oc1c[nH+]c(O)o1,-98.88498,-96.44894
2830,0,Oc1cnc(F)o1,Oc1c[nH+]c(F)o1,-91.69447,-95.3463
2831,0,Cc1ncc(F)o1,Cc1[nH+]cc(F)o1,-57.1292,-52.73694
2832,0,Nc1ncc(F)o1,[NH3+]c1ncc(F)o1,-52.27337,-47.17518
2832,1,Nc1ncc(F)o1,Nc1[nH+]cc(F)o1,-52.27337,-48.46814
2833,0,Oc1ncc(F)o1,Oc1[nH+]cc(F)o1,-95.01668,-94.07639
2834,0,Fc1cnc(F)o1,Fc1c[nH+]c(F)o1,-87.89949,-92.13011
2835,0,Cc1nnc(C)o1,Cc1n[nH+]c(C)o1,-10.20536,-2.99477
2835,1,Cc1nnc(C)o1,Cc1n[nH+]c(C)o1,-10.20536,-3.68166
2836,0,Cc1nnc(N)o1,Cc1[nH+]nc(N)o1,-5.32999,0.57223
2836,1,Cc1nnc(N)o1,Cc1n[nH+]c(N)o1,-5.32999,1.2532
2836,2,Cc1nnc(N)o1,Cc1nnc([NH3+])o1,-5.32999,-0.35448
2837,0,Cc1nnc(O)o1,Cc1[nH+]nc(O)o1,-46.3492,-41.39588
2837,1,Cc1nnc(O)o1,Cc1n[nH+]c(O)o1,-46.3492,-44.34513
2838,0,Cc1nnc(F)o1,Cc1[nH+]nc(F)o1,-39.43559,-35.07687
2838,1,Cc1nnc(F)o1,Cc1n[nH+]c(F)o1,-39.43559,-40.82853
2839,0,Nc1nnc(N)o1,Nc1nnc([NH3+])o1,0.2804,6.22235
2839,1,Nc1nnc(N)o1,Nc1n[nH+]c(N)o1,0.2804,5.59085
2839,2,Nc1nnc(N)o1,Nc1n[nH+]c(N)o1,0.2804,5.46503
2839,3,Nc1nnc(N)o1,Nc1nnc([NH3+])o1,0.2804,6.07649
2840,0,Nc1nnc(O)o1,[NH3+]c1nnc(O)o1,-41.91194,-37.01723
2840,1,Nc1nnc(O)o1,Nc1[nH+]nc(O)o1,-41.91194,-37.57206
2840,2,Nc1nnc(O)o1,Nc1n[nH+]c(O)o1,-41.91194,-40.10454
2841,0,Nc1nnc(F)o1,[NH3+]c1nnc(F)o1,-35.10708,-35.95309
2841,1,Nc1nnc(F)o1,Nc1[nH+]nc(F)o1,-35.10708,-29.96695
2841,2,Nc1nnc(F)o1,Nc1n[nH+]c(F)o1,-35.10708,-36.97367
2842,0,Oc1nnc(O)o1,Oc1n[nH+]c(O)o1,-83.87736,-83.1121
2842,1,Oc1nnc(O)o1,Oc1n[nH+]c(O)o1,-83.87736,-83.11832
2843,0,Oc1nnc(F)o1,Oc1[nH+]nc(F)o1,-76.50547,-70.8004
2843,1,Oc1nnc(F)o1,Oc1n[nH+]c(F)o1,-76.50547,-78.49536
2844,1,Fc1nnc(F)o1,Fc1n[nH+]c(F)o1,-67.79948,-71.65596
2845,0,CC1=CC(N)CC1,CC1=CC([NH3+])CC1,-5.46251,18.00092
2847,0,CC1=CC(N)CO1,CC1=CC([NH3+])CO1,-33.66934,-11.02287
2848,0,CC1NCC(C)=C1,CC1=CC(C)[NH2+]C1,-3.90114,2.87786
2849,0,CC1NCC(F)=C1,CC1C=C(F)C[NH2+]1,-37.65476,-9.10168
2850,0,CN1CCC(C)=N1,CC1=N[NH+](C)CC1,15.98408,33.66785
2850,1,CN1CCC(C)=N1,CC1=[NH+]N(C)CC1,15.98408,18.65597
2851,0,NC1=CC(=O)CC1,[NH3+]C1=CC(=O)CC1,-39.06185,-34.8653
2853,0,Nc1cc(O)c[nH]1,[NH3+]c1cc(O)c[nH]1,-26.2283,1.16366
2854,0,Nc1cc(O)co1,[NH3+]c1cc(O)co1,-54.46871,-30.00293
2855,0,CC1=CC(=N)NC1,CC1=CC(=[NH2+])NC1,20.05925,11.42546
2855,1,CC1=CC(=N)NC1,CC1=CC(=N)[NH2+]C1,20.05925,30.36027
2856,0,NC1=CC(=N)NC1,N=C1C=C([NH3+])CN1,24.18942,28.52244
2856,2,NC1=CC(=N)NC1,N=C1C=C(N)C[NH2+]1,24.18942,36.3069
2857,0,FC1=CC(=N)NC1,[NH2+]=C1C=C(F)CN1,-12.70913,-23.21552
2857,1,FC1=CC(=N)NC1,N=C1C=C(F)C[NH2+]1,-12.70913,16.5639
2858,0,CC1=CC(=O)NC1,CC1=CC(=O)[NH2+]C1,-36.47992,-24.14231
2859,0,NC1=CC(=O)NC1,[NH3+]C1=CC(=O)NC1,-32.92405,-27.32126
2859,1,NC1=CC(=O)NC1,NC1=CC(=O)[NH2+]C1,-32.92405,-18.75912
2860,0,FC1=CC(=O)NC1,O=C1C=C(F)C[NH2+]1,-68.95623,-57.94989
2861,0,Cc1cc(N)n[nH]1,Cc1cc([NH3+])n[nH]1,27.62559,56.926
2861,1,Cc1cc(N)n[nH]1,Cc1cc(N)[nH+][nH]1,27.62559,53.33098
2862,0,Nc1cc(N)[nH]n1,Nc1cc([NH3+])n[nH]1,34.01385,63.60546
2862,1,Nc1cc(N)[nH]n1,Nc1cc([NH3+])[nH]n1,34.01385,43.383
2862,3,Nc1cc(N)[nH]n1,Nc1cc(N)[nH+][nH]1,34.01385,57.68609
2863,0,Nc1cc(O)[nH]n1,[NH3+]c1cc(O)[nH]n1,-8.73974,0.9486
2863,2,Nc1cc(O)[nH]n1,Nc1cc(O)[nH][nH+]1,-8.73974,12.68914
2864,0,Nc1cc(F)[nH]n1,[NH3+]c1cc(F)[nH]n1,-4.16033,1.81167
2865,0,Cc1cc(O)n[nH]1,Cc1cc(O)[nH+][nH]1,-14.58045,8.30305
2866,0,Nc1cc(=O)[nH][nH]1,[NH3+]c1cc(=O)[nH][nH]1,-7.24009,-2.10727
2867,1,Oc1cc(O)[nH]n1,Oc1cc(O)[nH+][nH]1,-50.9545,-30.37472
2868,1,Oc1cc(F)[nH]n1,Oc1cc(F)[nH][nH+]1,-46.14975,-27.45038
2869,0,Cc1cc(N)no1,Cc1cc([NH3+])no1,15.25191,19.07006
2869,1,Cc1cc(N)no1,Cc1cc(N)[nH+]o1,15.25191,7.8211
2870,0,Nc1cc(N)on1,Nc1cc([NH3+])no1,19.04721,24.74854
2870,1,Nc1cc(N)on1,Nc1cc([NH3+])on1,19.04721,26.53818
2870,2,Nc1cc(N)on1,Nc1cc(N)o[nH+]1,19.04721,-13.80253
2871,0,Nc1cc(O)on1,[NH3+]c1cc(O)on1,-23.5017,-18.3025
2871,1,Nc1cc(O)on1,Nc1cc(O)o[nH+]1,-23.5017,-65.14835
2872,0,Nc1cc(F)on1,[NH3+]c1cc(F)on1,-18.80327,-18.09166
2873,0,Cc1cc(O)no1,Cc1cc(O)[nH+]o1,-25.84517,-36.88342
2874,0,Nc1cc(O)no1,[NH3+]c1cc(O)no1,-22.42995,-16.23547
2874,1,Nc1cc(O)no1,Nc1cc(O)[nH+]o1,-22.42995,-62.21844
2875,0,Oc1cc(O)on1,Oc1cc(O)o[nH+]1,-64.57909,-109.46705
2876,0,Oc1cc(F)on1,Oc1cc(F)o[nH+]1,-59.2909,-104.74591
2877,0,NC1=CC(=O)OC1,[NH3+]C1=CC(=O)OC1,-74.59533,-72.9629
2879,0,Nc1cc(=O)o[nH]1,[NH3+]c1cc(=O)o[nH]1,-35.32492,-32.90514
2882,0,Nc1nc(=N)[nH][nH]1,N=c1nc([NH3+])[nH][nH]1,46.29356,49.5032
2882,1,Nc1nc(=N)[nH][nH]1,N=c1[nH][nH]c(N)[nH+]1,46.29356,61.68343
